"id","city","description","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms"
61,"austin","Famed KRDB design in the first-of-kind SOL community and minutes to the most exciting parts of East Central. Architecture intersects with affordability, thoughtful design and true sustainability at SOL; one of the nation's first net-zero energy capable developments. 1117 Altum offers the most forward design within SOL with its abundant use of steel for beautiful effect as well as functionality. Elevated full wrap-around exterior deck, large open volumes in interior and a double height floating stairwell are everyday reminders. Custom finishes including integral stucco, double office suite as a built-in, skylight banks and so on are endless. Gorgeous steel & cedar pergolas, zen concrete pavers, warm clumping bamboo and a soothing xeriscaped yard set the perfect mood for warm gatherings or as a peaceful respite in the yard. This home that simply can't be re-created at this price in East Central today.","Single Family",30.2583541870117,-97.6836700439453,2,FALSE,2013,0,4181,3,11,3,3
62,"austin","Fantastic single story home in desirable Northwest Hills. Beautifully maintained home on large lot with towering oak trees and private backyard. The floor plan is great for a family and features large rooms, wood floors, crown molding, good storage, screened-in porch and back entry garage. Located on a quiet street with easy access to MOPAC, close to schools, shopping and restaurants.","Single Family",30.3645153045654,-97.7572250366211,2,FALSE,1974,2,11761.2,7,16,2,3
63,"austin","4808 Westfield Dr, Austin, TX 78731 is a single family home that contains 1,134 sq ft and was built in 1953. It contains 3 bedrooms and 1 bathroom. 
 
","Single Family",30.3261756896973,-97.7552795410156,0,FALSE,1953,0,9583,7,16,1,3
64,"austin","Wonderfully updated Crestview home with modern tile flooring throughout, updated floor-to-ceiling windows, roof within the last few years, fresh paint inside & out. An expansive screened-in porch makes a great place for entertaining and sits just off the private, fenced-in yard and back patio. Center island kitchen with gourmet appliances, quartz counters and breakfast bar. Exceptional storage with bonus room as a huge walk-in closet, additional mud room space which could be used for home gym, office, etc. Ultra-convenient location walking distance to Brentwood Park, Metro Rail Station (to downtown), Midtown Grocery & Cafe' located in the heart of one of Austin's most desirable neighborhoods. Don't miss this one!","Single Family",30.3394222259521,-97.7228012084961,1,FALSE,1955,4,7405,7,16,2,3
65,"austin","Charming recently renovated home near Mueller with updated electrical, plumbing, paint, wood floors, new kitchen cabinets, island with built in stove, plenty of recessed lighting.  Completely remodeled kitchen with new backsplash, cabinets, appliances.   A great open feel home that is great for entertaining and has a great lot.... Come check out as soon as possible","Single Family",30.313850402832,-97.6934509277344,1,FALSE,1956,0,8973,3,14,2,3
66,"austin","9804 Brandywine Cir, Austin, TX 78750 is a single family home that contains 2,373 sq ft and was built in 1976. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4348449707031,-97.8052978515625,0,FALSE,1976,1,14810.4,8.66666666666667,16,3,4
67,"austin","Conveniently located in Bouldin Creek & seamlessly integrating sleek, modern design w/luxurious finishes & warm, inviting color palette that sets it apart from others of this style. Dramatic windows frame property's large trees, allow lots of natural light. Modern finishes incl. stainless appl., subway tile, bamboo/concrete flooring, brushed stainless recessed/can lighting, concrete, stainless & mosaic tile counters, more. Front & back outdoor living incl. covered patio.","Single Family",30.2516403198242,-97.7614288330078,1,FALSE,2006,2,6272,5,13,3,3
68,"austin","This impressive brick Legend Oaks residence features grand two-story vaulted ceilings and massive windows to showcase the open floor plan perfect for entertaining. The large master bedroom en suite bath boasts double sinks, jetted tub and a walk-in shower and closet. 3 additional bedrooms up with an office/flex space. Retreat to the new deck in the backyard under the large oak shade tree.","Single Family",30.224271774292,-97.8644409179688,2,FALSE,1988,2,7056,6,17,3,4
69,"austin","1810 Poquito St, Austin, TX 78702 is a single family home that contains 1,800 sq ft and was built in 2013. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.2790622711182,-97.7199401855469,0,FALSE,2013,0,3920,6.66666666666667,15,3,3
70,"austin","Immaculate 4 BD / 2.5 BA property on half an acre on Williamson Creek in South Austin. The property is available fully furnished for $5500/month. Completely renovated in 2019. View property on your own via keypad on door! Available Now.

Property comes turnkey and fully furnished for $5250/month. Lease terms for 1 month up to a year","Single Family",30.2255249023438,-97.7953567504883,0,FALSE,1968,0,22215.6,4.66666666666667,14,2.5,4
71,"austin","11220 Della Torre Dr, Austin, TX 78750 is a single family home that contains 3,099 sq ft and was built in 1974. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4387474060059,-97.8053817749023,0,FALSE,1974,2,20908.8,8.66666666666667,16,3,4
72,"driftwood","133 Spanish Moss Cv, Driftwood, TX 78619 is a single family home that contains 3,592 sq ft and was built in 2015. It contains 4 bedrooms and 5 bathrooms. 
 
","Single Family",30.1401538848877,-97.9738540649414,0,TRUE,2015,1,58370.4,8,15,5,4
73,"austin","Call Agent to Show. Rare 3 car garage and Pool at this price point in Steiner Ranch. Backyard Oasis lush with foliage and trees. Former model home. New luxury vinyl plank downstairs, new carpet in 3 bedrooms, wood flooring upstairs and in master bed. Solar panels, 3 full bath, office, 4 beds up. Upgraded light fixtures, new landscaping. Elfa storage in laundry room and in built-out attic space. Enjoy outdoor living on the back porch and large IPE deck. Hot tub conveys. Gas fireplace. Exemplary schools.","Single Family",30.3702201843262,-97.8960037231445,3,TRUE,1999,3,7801,8.66666666666667,17,3,4
74,"austin","1905 Chalk Rock Cv, Austin, TX 78735 is a single family home that contains 4,106 sq ft and was built in 2000. It contains 4 bedrooms and 4 bathrooms. 
 
","Single Family",30.2957954406738,-97.8678283691406,0,FALSE,2000,0,14810.4,5.66666666666667,16,4,4
75,"austin","7208 Geneva Dr, Austin, TX 78723 is a single family home that contains 2,715 sq ft and was built in 1967. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.3208198547363,-97.6738357543945,2,FALSE,1967,3,7927,2.33333333333333,14,3,4
76,"austin","Auction now open!  Selling at or above $700,000; Previously $1.575M. Open daily 1-4PM & by Appt. Nestled on two natural, sloping properties in the Westlake Hills of Austin, 2708 & 2800 San Juan Drive offer contemporary style, custom details, and intimate connections to nature. Soaring ceilings, clerestory windows, and thoughtfully placed vertical windows give these homes a modern, yet livable air. Designed by the renowned firm, Bercy Chen Studio, these architectural gems are offset on their sloping, natural lots, offering each a unique outlook, light distribution, and privacy. Relax on the roof deck in your private cocoon, obscured by the mesh and steel fence, yet able to take in the gorgeous hill country that surrounds you.","Single Family",30.3490657806396,-97.8584213256836,6,FALSE,2017,0,12196.8,8,14,4,4
77,"austin","Gorgeous 2-story home in Avery Brookside golf course community! Spacious with 5 living areas including family & formal living rooms, sunroom, gameroom/media room, & a loft which is plumbed for a wet bar. Many upgrades in this fabulous house... study with closet, upstairs & downstairs utility rooms, plus a gourmet kitchen with separate prep station & sink, granite counters & a breakfast bar. The master suite has tray ceilings & a sitting area. Entertain with an in-ground pool, hot tub, & patio area!","Single Family",30.5029010772705,-97.7666320800781,0,FALSE,2006,0,10018,8.33333333333333,16,4,5
78,"austin","You will be enchanted by this one-of-a kind and charming Barton Hills home overlooking Umlauf Sculpture Garden with wintertime views of Zilker Tree. Enjoy cocktails or coffee on covered roof top deck with tree top views. Generous living spaces, open floor plan and large windows create light filled rooms. Flex space for office or playroom. Easy access to Zilker Park, Barton Spgs. Pool, trails, and local festivals. Large private master. Kitchen with center island/ breakfast bar. Recent updates to 2 baths.","Single Family",30.2629928588867,-97.7650985717773,5,FALSE,1937,0,6708,6.66666666666667,16,3,3
79,"austin","Charming Travis Heights property located on a cul-de-sac with Blunn Creek access. Beautiful, private lot only 1 block from Stacy Park and Stacy Park pool.  Ideal for a new construction home. New survey including tree and topo attached. Many new homes and remodels in the surrounding area.  And, a great opportunity to get into one of the hottest neighborhoods in Austin at an affordable price.","Single Family",30.2387390136719,-97.7473297119141,2,FALSE,1963,1,12632.4,4.33333333333333,14,2,5
80,"austin","1907 Greenwood Ave #B, Austin, TX 78723 is a condo home that contains 1,740 sq ft and was built in 2008. It contains 3 bedrooms and 3 bathrooms. 
 
","Condo",30.2844085693359,-97.697883605957,0,FALSE,2008,0,3920,6.66666666666667,15,3,3
81,"austin","Charming and updated east Austin gem!  This house has newer plumbing, HVAC, roof, electrical, appliances, etc. but all the charm of the original features remains.  Original long leaf pine floors, 27 giant windows, large back yard with deck, huge pecan trees in front and back.  Home has been very well cared for and maintained.","Single Family",30.2606182098389,-97.7057266235352,0,FALSE,1930,0,6838,3.66666666666667,10,2,3
82,"austin","Adorable updated 3 bedroom 2 bathroom home in the Heartwood Neighborhood next to the community garden. Close to downtown and South First and South Congress. Enjoy the natural light and vaulted ceiling while looking into the expansive backyard. Quartz countertop in the kitchen and no carpet in the house.

Renter provides washer and dryer","Single Family",30.2140007019043,-97.7727813720703,0,FALSE,1970,0,10454,3.33333333333333,13,2,3
83,"austin","Open floor plan. Move in ready.  Nice storage shed in backyard to keep the garage clutter free.  New vinyl planks, carpet and water heater installed December 2019.","Single Family",30.3709182739258,-97.6129455566406,2,FALSE,2006,1,4443,4.33333333333333,12,2,3
84,"austin","Don't miss out on this 4 bedroom, 3 bath remodeled home in great location. Open concept with spacious living and kitchen. Large master with extra flex space, fireplace, beautiful walk in shower with separate tub and large walk in closet with porch leading into backyard. Recent updates include: recessed LED lights, baths, kitchen and energy efficient windows. Private backyard space with workshop building and tons of room for entertaining! This one will go quickly!","Single Family",30.3142509460449,-97.652717590332,4,TRUE,1980,2,6394,3.66666666666667,14,3,4
85,"austin","Privately situated on a tree-lined estate sized lot with a backyard oasis, this charming one story home is a true gem. This estate with an open-floor plan proudly features Travertine stone floors, wood floors, high beamed ceilings, remodeled kitchen & bathrooms and much more. Private backyard features a 34 foot swimming pool, diving board and a huge backyard perfect for entertaining. Also within walking distance to Capistrano Park, hike/bike trails and Shady Hollow feeds into award-winning schools!","Single Family",30.1681861877441,-97.8611068725586,0,FALSE,1982,0,20908.8,7.33333333333333,17,2,4
